,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__gamma,param_svr__kernel,param_svr__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
31,0.02726989984512329,0.002745244317860712,0.007230401039123535,0.0027021522023631633,0.1,0.01,sigmoid,500000,"{'svr__C': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-7.20649287853538,-8.709927718765323,-4.880624190722429,-39.87479665774651,-15.167960361442411,14.32958648528493,68,-17.737595847238616,-17.168695809091638,-18.50092426785602,-6.927487675642046,-15.08367589995708,4.732641753461524
32,0.026307225227355957,0.0023189499119944702,0.007481515407562256,0.002761996055459906,0.1,0.1,linear,500000,"{'svr__C': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-6.458285213281166,-7.559606211924884,-4.137221380950324,-38.506415597671584,-14.16538210095699,14.107493900819227,27,-16.528705934770933,-16.053001954805804,-17.12139376866075,-5.714473856190916,-13.8543938786071,4.714801392938303
33,0.027383804321289062,0.003327564646427558,0.009229302406311035,0.002438003564753743,0.1,0.1,poly,500000,"{'svr__C': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-7.0921354859956995,-8.638291505896163,-4.820563550558187,-39.83316181725346,-15.096038089925878,14.3463899217456,63,-17.631329639986905,-17.069158950525736,-18.38982045189108,-6.801799492732221,-14.973027133783985,4.740880154259108
34,0.033801257610321045,0.0018599469965499106,0.019811272621154785,0.0009090182338924971,0.1,0.1,rbf,500000,"{'svr__C': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-6.77367053087687,-8.212040857187906,-4.476510151122296,-39.51840197342596,-14.745155878153257,14.364757026166687,43,-17.19530640096351,-16.722864375113332,-17.939031088482093,-6.344714572946943,-14.550479109376468,4.757394909179271
35,0.031174063682556152,0.0017490977840013337,0.010269999504089355,0.003704231288405055,0.1,0.1,sigmoid,500000,"{'svr__C': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-6.906604350502321,-8.297720293550702,-4.568765209459415,-39.60851714830172,-14.84540175045354,14.358949991393722,53,-17.316327354923352,-16.838551096481968,-18.114691650779072,-6.509080262010006,-14.694662591048601,4.747887448453827
36,0.029774010181427002,0.005019874906083766,0.0070604681968688965,0.0029526194837064695,0.1,1,linear,500000,"{'svr__C': 0.1, 'svr__gamma': 1, 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-6.458285213281166,-7.559606211924884,-4.137221380950324,-38.506415597671584,-14.16538210095699,14.107493900819227,27,-16.528705934770933,-16.053001954805804,-17.12139376866075,-5.714473856190916,-13.8543938786071,4.714801392938303
37,0.040345728397369385,0.0013223420506375699,0.008838415145874023,0.003479518648553809,0.1,1,poly,500000,"{'svr__C': 0.1, 'svr__gamma': 1, 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-8.169152110918198,-6.3181156549486115,-4.477201299432317,-40.6642578885908,-14.907181738472481,14.928032047214844,55,-13.408576675561914,-12.744839514964601,-14.196937593716866,-3.4218619799982504,-10.943053941060407,4.372679983398168
38,0.0317501425743103,0.0014037790682361968,0.016996443271636963,0.0036476889190600647,0.1,1,rbf,500000,"{'svr__C': 0.1, 'svr__gamma': 1, 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-6.875556078756367,-8.250109850555837,-4.616584711102351,-39.63003963470978,-14.843072568781086,14.369440374049091,52,-17.172144162236428,-16.67874256136415,-17.872432718628293,-6.337966860700667,-14.515321575732385,4.7402115453436595
39,0.03981029987335205,0.003600942669006675,0.009923398494720459,0.0033313491507065657,0.1,1,sigmoid,500000,"{'svr__C': 0.1, 'svr__gamma': 1, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-22.527458342634535,-25.75510853849016,-22.627218126394364,-54.737659326699436,-31.411861083554626,13.529544310356915,89,-36.43865390162463,-37.07744277414703,-33.35773904516627,-28.851393092504328,-33.93130720336057,3.2526706066259736
40,0.03408825397491455,0.00299279194022417,0.00692373514175415,0.002464609271875052,1.0,scale,linear,500000,"{'svr__C': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-6.307256673507162,-7.100676844485273,-3.952760582044014,-38.108070033219256,-13.867191033313926,14.043276573269198,6,-15.855926986616636,-15.40231878507667,-16.53638787727062,-5.215074708581373,-13.252427089386323,4.657887873480566
41,0.028188049793243408,0.0019007997243145444,0.007699251174926758,0.0028527831842594413,1.0,scale,poly,500000,"{'svr__C': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-6.264480528265979,-6.919483743799723,-4.075352390906607,-38.66898401420287,-13.982075169293795,14.291851605122316,20,-15.75630062041736,-15.506613954113488,-16.358162144489114,-4.981365622905253,-13.150610585481303,4.726661683827151
42,0.03350430727005005,0.0032777205350489123,0.014604449272155762,0.002417552191917025,1.0,scale,rbf,500000,"{'svr__C': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-6.26680719574161,-7.089580405665039,-3.9907977094244966,-38.34905134574182,-13.924059164143241,14.147380798284123,13,-15.772351081907212,-15.492475291592667,-16.416991485565756,-5.069035787355658,-13.187713411605323,4.699293629250042
43,0.03382110595703125,0.0020081581598625046,0.012541472911834717,0.003822052775979707,1.0,scale,sigmoid,500000,"{'svr__C': 1.0, 'svr__gamma': 'scale', 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-14.796999059398154,-12.517141023177334,-7.158864159165387,-44.949352844708464,-19.855589271612335,14.750813168038865,85,-25.038331521994305,-21.161332048113533,-21.731759109660153,-11.752230015488028,-19.920913173814004,4.94300407339757
