,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__gamma,param_svr__kernel,param_svr__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
73,0.038944363594055176,0.010559185367847794,0.007314324378967285,0.001531471099632434,10.0,0.1,poly,500000,"{'svr__C': 10.0, 'svr__gamma': 0.1, 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-4.11815966321965,-6.67758068085429,-8.45568290878727,-37.557493874902555,-14.20222928194094,13.572029841470886,31,-16.152589324795144,-15.390597006848136,-14.732516984261263,-5.35079127991844,-12.906623648955746,4.39121014278387
74,0.04009145498275757,0.004860378065334983,0.022683560848236084,0.0034868869470402373,10.0,0.1,rbf,500000,"{'svr__C': 10.0, 'svr__gamma': 0.1, 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-4.1326104772800845,-6.4167602296736,-8.314012151291987,-37.32993297447934,-14.048328958181253,13.522923029655063,20,-15.17628080948491,-14.726101694238277,-14.080136316681584,-4.8173363589977,-12.199963794850618,4.280130612106969
75,0.03826934099197388,0.009626585396021334,0.012895703315734863,0.002648097870155429,10.0,0.1,sigmoid,500000,"{'svr__C': 10.0, 'svr__gamma': 0.1, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-201.8058727840739,-337.4586845647577,-48.910510497936826,-96.16114016153917,-171.08405200207687,110.86496921351781,92,-137.53709844737816,-194.71124520136448,-98.95901023505236,-110.75088880656448,-135.48956067258987,36.938744328716815
76,0.08443599939346313,0.021704813490397365,0.00980919599533081,0.0036357429914084956,10.0,1,linear,500000,"{'svr__C': 10.0, 'svr__gamma': 1, 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-4.020631194334142,-6.339262689139281,-7.754394405058672,-37.55642431959591,-13.917678152032002,13.712770565528606,14,-16.167506677048873,-15.421793686641411,-15.047240037386173,-5.141984365338492,-12.944631191603738,4.522873032578246
77,0.28462886810302734,0.07234085549224806,0.008527398109436035,0.003501769771980367,10.0,1,poly,500000,"{'svr__C': 10.0, 'svr__gamma': 1, 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-81.09093045579093,-470.72788903401494,-19.880878970901144,-104.868574933172,-169.14206834846973,176.85940371731868,91,-3.70658186655527,-4.956371972139816,-3.6089475219466713,-3.0548363928597015,-3.8316844383753645,0.6952836331028571
78,0.03711944818496704,0.005097263889245613,0.022937297821044922,0.0014222778055577952,10.0,1,rbf,500000,"{'svr__C': 10.0, 'svr__gamma': 1, 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-4.372774021827009,-7.043320897023863,-8.210136278566328,-37.9515933448385,-14.394456135563924,13.671666204913937,35,-13.373599339322709,-13.390160225807016,-12.852352239905606,-3.477799291098196,-10.773477774033381,4.21770976890663
79,0.03837329149246216,0.006173624246123702,0.011413753032684326,0.0009954850274769497,10.0,1,sigmoid,500000,"{'svr__C': 10.0, 'svr__gamma': 1, 'svr__kernel': 'sigmoid', 'svr__max_iter': 500000}",-282684.9348545753,-307051.4106223103,-227932.2321846372,-215838.58163244356,-258376.7898234916,37737.49750146222,99,-221303.08019496914,-263040.2901621486,-246349.23355547345,-260048.80047940795,-247685.35109799978,16480.58298694792
80,0.4132969379425049,0.029707555769103715,0.01109766960144043,0.003760164623693962,100.0,scale,linear,500000,"{'svr__C': 100.0, 'svr__gamma': 'scale', 'svr__kernel': 'linear', 'svr__max_iter': 500000}",-4.002128668798335,-6.306029690322453,-7.744287477814752,-37.6051527484164,-13.914399646337985,13.742838826417662,9,-16.171144014183206,-15.418179925024205,-15.038445707852471,-5.124591421861491,-12.938090267230342,4.52950710411501
81,0.06017482280731201,0.01420536012786757,0.006701648235321045,0.002238682564409506,100.0,scale,poly,500000,"{'svr__C': 100.0, 'svr__gamma': 'scale', 'svr__kernel': 'poly', 'svr__max_iter': 500000}",-5.987025840849082,-11.430019440360864,-9.565689837578994,-42.79651765495844,-17.444813193436843,14.766923671421214,86,-12.211378517369,-13.419690497799863,-12.095376559987317,-3.468806349217091,-10.298812981093317,3.9772608252827584
82,0.048401474952697754,0.007807200167432587,0.015098214149475098,0.0029226079887671296,100.0,scale,rbf,500000,"{'svr__C': 100.0, 'svr__gamma': 'scale', 'svr__kernel': 'rbf', 'svr__max_iter': 500000}",-4.543591888915822,-6.962718839492278,-8.85661704055487,-37.29078337518832,-14.413427786037822,13.296411817251695,36,-12.488973248979859,-13.376388008465902,-12.575443974701095,-3.4358551866477756,-10.469165104698659,4.075396576821241
