,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lasso__alpha,param_lasso__max_iter,param_lasso__selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0,0.007441699504852295,0.00017228760463146358,0.0036048293113708496,0.0003361554165813974,1.0,100000,cyclic,"{'lasso__alpha': 1.0, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
1,0.011076748371124268,0.0026707521708797754,0.006020247936248779,0.0007494411171199391,1.0,100000,random,"{'lasso__alpha': 1.0, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
2,0.012721717357635498,0.0024166507422608615,0.00527346134185791,0.0033167821628539164,2.154434690031884,100000,cyclic,"{'lasso__alpha': 2.154434690031884, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
3,0.009322583675384521,0.002165913672883912,0.004119813442230225,0.0019715443146743295,2.154434690031884,100000,random,"{'lasso__alpha': 2.154434690031884, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
4,0.006132185459136963,0.002301526690768441,0.0031498074531555176,0.0019023387378511792,4.641588833612778,100000,cyclic,"{'lasso__alpha': 4.641588833612778, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
5,0.004443347454071045,0.0004977620214558786,0.00306093692779541,0.0018969630187688677,4.641588833612778,100000,random,"{'lasso__alpha': 4.641588833612778, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
6,0.005475938320159912,0.002205677793360012,0.0031695961952209473,0.0013058356475752154,10.0,100000,cyclic,"{'lasso__alpha': 10.0, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
7,0.005898177623748779,0.002604061154882532,0.001964569091796875,0.00014690289943346458,10.0,100000,random,"{'lasso__alpha': 10.0, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
8,0.006956875324249268,0.0022342000388260986,0.0020291805267333984,9.290817482546178e-05,21.544346900318832,100000,cyclic,"{'lasso__alpha': 21.544346900318832, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
9,0.005067169666290283,0.0016882996967369328,0.0020302534103393555,0.00014609189628540564,21.544346900318832,100000,random,"{'lasso__alpha': 21.544346900318832, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
10,0.006568551063537598,0.0026283604273175153,0.00339353084564209,0.0011312008429170573,46.41588833612777,100000,cyclic,"{'lasso__alpha': 46.41588833612777, 'lasso__max_iter': 100000, 'lasso__selection': 'cyclic'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
11,0.007507264614105225,0.003598554414929627,0.0029681921005249023,0.0008635022213103586,46.41588833612777,100000,random,"{'lasso__alpha': 46.41588833612777, 'lasso__max_iter': 100000, 'lasso__selection': 'random'}",-6.696451602032016,-5.948028272911407,-6.707695312995397,-37.02363164936688,-14.093951709326424,13.242036117742531,1,-16.48721692331361,-16.7360601808284,-16.496754009230767,-6.417295659047526,-14.034331693105077,4.398827809230429
