,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ridge__alpha,param_ridge__max_iter,param_ridge__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
4,0.038187623023986816,0.012916215844751784,0.0031101107597351074,0.0017670911130361238,21.544346900318832,100000,saga,"{'ridge__alpha': 21.544346900318832, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.0249860218029525,-4.78702773587797,-5.087589454113036,-8.466817625460557,-6.341605209313629,1.4977319339445008,5,-5.639853839758981,-6.2995923746525655,-6.2363211907360405,-5.2078328605312585,-5.845900066419712,0.44940242867988156
5,0.027531981468200684,0.009986825236690804,0.002982795238494873,0.0015409842626542467,46.41588833612777,100000,saga,"{'ridge__alpha': 46.41588833612777, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.1429819867091116,-4.82030303749059,-5.230961006855108,-8.646726888498073,-6.460243229888221,1.5368296602047076,6,-5.87857130820138,-6.583760297486008,-6.5121387134685405,-5.437707349648206,-6.103044417201034,0.4720983718782905
6,0.019928932189941406,0.006212314860795808,0.003237605094909668,0.0019109804214689364,100.0,100000,saga,"{'ridge__alpha': 100.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.258492324253423,-4.870934199924612,-5.418402418473352,-8.847746596384843,-6.5988938847590575,1.5709721030588495,7,-6.131396580700608,-6.876204152835968,-6.771245875369206,-5.664772692444797,-6.360904825337645,0.4927441412801243
7,0.012254536151885986,0.002111187695866326,0.003247857093811035,0.002091391919977649,215.44346900318823,100000,saga,"{'ridge__alpha': 215.44346900318823, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.3845368288831645,-4.946768130360887,-5.628706721537068,-9.051711504374188,-6.752930796288826,1.5976093288346782,8,-6.382851500113638,-7.15827901490454,-7.003225962622169,-5.877753515088213,-6.60552749818214,0.5106216501581855
8,0.008652150630950928,0.0024733883783346735,0.0027049779891967773,0.0012211567636052961,464.15888336127773,100000,saga,"{'ridge__alpha': 464.15888336127773, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.529254729803,-5.050788184168072,-5.839317561947109,-9.252014663715865,-6.917843784908512,1.617968824242351,9,-6.618866129308937,-7.418190015235362,-7.209819852336371,-6.077969707231148,-6.831211426027954,0.5244882783805349
9,0.0087166428565979,0.002487022838096846,0.0019701123237609863,9.13350700156755e-05,1000.0,100000,saga,"{'ridge__alpha': 1000.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-7.681477670856107,-5.171649791417882,-6.02749892620041,-9.437145961833895,-7.079443087577073,1.633054673171358,10,-6.824576952677584,-7.6434998248377335,-7.391778374324766,-6.259335228890578,-7.029797595182665,0.5346466779880255
0,0.09150731563568115,0.01570814347420324,0.0030736923217773438,0.0011170879966200908,1.0,100000,saga,"{'ridge__alpha': 1.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.583688575455331,-38.50154569834486,-6.701621875988288,-7.611272468847341,-14.349532154658956,13.987370502098408,9,-15.001526749139781,-4.498547867003119,-14.5038162952547,-14.031536744170618,-12.008856913892053,4.349622705851871
1,0.07713645696640015,0.007734213635528225,0.0026293396949768066,0.0009710049585715603,2.154434690031884,100000,saga,"{'ridge__alpha': 2.154434690031884, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.501680582068331,-38.368453859672385,-6.413786210001407,-7.433694386355548,-14.179403759524417,14.0051587059881,7,-15.056681105272666,-4.550228813332928,-14.566195218431906,-14.126366322086199,-12.074867864780925,4.356798163764406
2,0.0599672794342041,0.004220655807241398,0.0020400285720825195,3.4393687754414035e-05,4.641588833612778,100000,saga,"{'ridge__alpha': 4.641588833612778, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.397007273390302,-38.26242798791692,-6.011792657485227,-7.225290405287931,-13.974129581020096,14.058701493217209,5,-15.161510970406217,-4.62908922619646,-14.686192575499595,-14.259096411816344,-12.183972295979654,4.373478054682866
3,0.04575425386428833,0.00875000114713877,0.0029857754707336426,0.0016927328354982881,10.0,100000,saga,"{'ridge__alpha': 10.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.307712282861054,-38.260404730771725,-5.534177791497856,-7.01098734533337,-13.778320537616,14.167105873373897,3,-15.34861291974371,-4.754778109053748,-14.919099643256908,-14.465523013836139,-12.372003421472627,4.408878797721427
4,0.03524947166442871,0.006917123797635689,0.0030997395515441895,0.0012785449156117075,21.544346900318832,100000,saga,"{'ridge__alpha': 21.544346900318832, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.293422027234668,-38.448469461332,-5.131445210728894,-6.879829602998372,-13.688291575573484,14.325717756086993,1,-15.64211770106332,-4.927685756809812,-15.299450153815558,-14.781850135624452,-12.662775936828286,4.4763440391591445
5,0.026414096355438232,0.006605971355102659,0.003031432628631592,0.0011817239105385907,46.41588833612777,100000,saga,"{'ridge__alpha': 46.41588833612777, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.385841663707005,-38.79895587942949,-4.916816983739444,-6.897448053376096,-13.74976564506301,14.49241389621666,2,-16.049163278053534,-5.1377438096366035,-15.805233192821758,-15.21056131100798,-13.050675397879969,4.5787037382639975
6,0.017137467861175537,0.004093758207111419,0.005381226539611816,0.004902435276423056,100.0,100000,saga,"{'ridge__alpha': 100.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.559304667327389,-39.200730476285514,-4.885945509429276,-7.04160482390124,-13.921896369235855,14.62587088755764,4,-16.49875644656814,-5.3579290847327785,-16.335785718999688,-15.669054317185774,-13.465381391871595,4.691149712435754
7,0.015488207340240479,0.004194309819899406,0.005036115646362305,0.0021279106018482416,215.44346900318823,100000,saga,"{'ridge__alpha': 215.44346900318823, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.762960177488293,-39.56222006084867,-4.956349470844108,-7.23288338608062,-14.128603273815424,14.716192833692265,6,-16.906415053260538,-5.564681028908678,-16.796855660216682,-16.069909412573757,-13.834465288739915,4.785372874805376
8,0.015373051166534424,0.0033109402271932374,0.003730297088623047,0.0011675743410591627,464.15888336127773,100000,saga,"{'ridge__alpha': 464.15888336127773, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.961873861110748,-39.858147618163684,-5.060537249904408,-7.409242838936473,-14.322450392028827,14.775551593260367,8,-17.22781497022996,-5.747007911164531,-17.154304234519053,-16.38159983894276,-14.127681738714077,4.849925524984231
9,0.012547492980957031,0.0017035291107464659,0.0033010244369506836,0.0016078516119216299,1000.0,100000,saga,"{'ridge__alpha': 1000.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-5.1382893186955405,-40.09100019727619,-5.166925361387491,-7.552304966599345,-14.487129960989641,14.814832127912178,10,-17.463262746665407,-5.89858325600731,-17.417795219467425,-16.616731153929184,-14.34909309401733,4.89050826226889
0,0.12483394145965576,0.02693747898168942,0.005037069320678711,0.002486656752868379,1.0,100000,saga,"{'ridge__alpha': 1.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.796089321321963,-7.047999974572846,-9.011342286327693,-36.78654250946232,-14.410493522921206,13.004628807898529,7,-15.006557989059193,-14.392114802796486,-13.689192556161187,-5.025702760135446,-12.028392027038079,4.0697841842138605
1,0.10354840755462646,0.0125654871350416,0.0041277408599853516,0.0024775624765907005,2.154434690031884,100000,saga,"{'ridge__alpha': 2.154434690031884, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.687936121915918,-7.02816471547216,-8.797796903669827,-36.60036704326606,-14.278566196080991,12.969677443440176,6,-15.081377093913618,-14.45451607961294,-13.773041542590816,-5.130128156982097,-12.109765718274868,4.0561729308420595
2,0.0702434778213501,0.006732467358531378,0.006799757480621338,0.0013932545962761452,4.641588833612778,100000,saga,"{'ridge__alpha': 4.641588833612778, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.521056279247305,-6.991236316071707,-8.542123070365573,-36.46367162748968,-14.129521823293567,12.974118490231163,4,-15.233499004421935,-14.57448721319282,-13.93522496808368,-5.297552694228749,-12.260190969981796,4.046004152950955
3,0.053853511810302734,0.010054988422271515,0.0034530162811279297,0.0015123988462308559,10.0,100000,saga,"{'ridge__alpha': 10.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.314844938906388,-6.934700139956704,-8.31073491138265,-36.479253160802784,-14.009883287762133,13.051866340377046,2,-15.501632789915446,-14.783767042636573,-14.211633719901203,-5.527851330441609,-12.506221220723706,4.054805283786974
4,0.03492981195449829,0.007231766330305346,0.0024849772453308105,0.0005790298516359279,21.544346900318832,100000,saga,"{'ridge__alpha': 21.544346900318832, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.139246886073181,-6.901950277334983,-8.192971505042575,-36.69268300081295,-13.981712917315921,13.193699878031772,1,-15.918529231927673,-15.110278657230102,-14.618365260280077,-5.799144673867845,-12.861579455826424,4.1038357497634825
5,0.026320278644561768,0.005633422949320978,0.0053937435150146484,0.0030745419311675524,46.41588833612777,100000,saga,"{'ridge__alpha': 46.41588833612777, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.078364677508271,-6.9485273106007925,-8.234612760135606,-37.03500844180091,-14.074128297511395,13.341583849784488,3,-16.447380316888605,-15.555832960579759,-15.112599828402283,-6.08027264508734,-13.299021437739496,4.195377295072447
6,0.020683765411376953,0.003853763489692189,0.0054261088371276855,0.002015475173365948,100.0,100000,saga,"{'ridge__alpha': 100.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.150820937097506,-7.074461729096634,-8.382318661873521,-37.38045498196979,-14.247014077509363,13.443672893944974,5,-16.98938252806845,-16.036176805054716,-15.606493970073327,-6.342957482084302,-13.7437526963202,4.302060441086393
7,0.015510499477386475,0.0006310260474352043,0.004013240337371826,0.0017787756319146658,215.44346900318823,100000,saga,"{'ridge__alpha': 215.44346900318823, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.31050728973571,-7.243842489472258,-8.551619212004399,-37.65223207057763,-14.4395502654475,13.489551981787292,8,-17.44057574791099,-16.45668372487293,-16.021200291213173,-6.575823068356263,-14.123570708088339,4.3879218102403055
8,0.010788202285766602,0.003743671285947357,0.004815995693206787,0.0021750033071232184,464.15888336127773,100000,saga,"{'ridge__alpha': 464.15888336127773, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.496847065174593,-7.424090940699144,-8.705808622292203,-37.84726545556769,-14.618503020933407,13.497618713715472,9,-17.767885259757566,-16.778682513811773,-16.342791978236686,-6.782051116729779,-14.41785271713395,4.438667947852958
9,0.012428045272827148,0.003609825078253031,0.0037296414375305176,0.0019386073240763172,1000.0,100000,saga,"{'ridge__alpha': 1000.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.669004005799715,-7.592180258267182,-8.838269714417704,-37.99066103389241,-14.772528753094253,13.490141898559799,10,-17.99401349888514,-17.008931287788638,-16.583501507581094,-6.961286520396525,-14.63693320366285,4.460970835698847
0,0.10878241062164307,0.016099179732413205,0.00202256441116333,1.7465178033679822e-05,1.0,100000,saga,"{'ridge__alpha': 1.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.796089321321963,-7.047999974572846,-9.011342286327693,-36.78654250946232,-14.410493522921206,13.004628807898529,7,-15.006557989059193,-14.392114802796486,-13.689192556161187,-5.025702760135446,-12.028392027038079,4.0697841842138605
1,0.08968842029571533,0.01614416230435754,0.004292011260986328,0.0022159939276456503,2.154434690031884,100000,saga,"{'ridge__alpha': 2.154434690031884, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.687936121915918,-7.02816471547216,-8.797796903669827,-36.60036704326606,-14.278566196080991,12.969677443440176,6,-15.081377093913618,-14.45451607961294,-13.773041542590816,-5.130128156982097,-12.109765718274868,4.0561729308420595
2,0.06961476802825928,0.01248763312138767,0.0031427741050720215,0.0011521846577050468,4.641588833612778,100000,saga,"{'ridge__alpha': 4.641588833612778, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.521056279247305,-6.991236316071707,-8.542123070365573,-36.46367162748968,-14.129521823293567,12.974118490231163,4,-15.233499004421935,-14.57448721319282,-13.93522496808368,-5.297552694228749,-12.260190969981796,4.046004152950955
3,0.04754328727722168,0.0041466337875663084,0.002088189125061035,5.701906306314257e-05,10.0,100000,saga,"{'ridge__alpha': 10.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.314844938906388,-6.934700139956704,-8.31073491138265,-36.479253160802784,-14.009883287762133,13.051866340377046,2,-15.501632789915446,-14.783767042636573,-14.211633719901203,-5.527851330441609,-12.506221220723706,4.054805283786974
4,0.029658734798431396,0.006165859192972686,0.003938913345336914,0.001414303080658386,21.544346900318832,100000,saga,"{'ridge__alpha': 21.544346900318832, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.139246886073181,-6.901950277334983,-8.192971505042575,-36.69268300081295,-13.981712917315921,13.193699878031772,1,-15.918529231927673,-15.110278657230102,-14.618365260280077,-5.799144673867845,-12.861579455826424,4.1038357497634825
5,0.025009334087371826,0.0047389744920468425,0.004341185092926025,0.0019945799687677936,46.41588833612777,100000,saga,"{'ridge__alpha': 46.41588833612777, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.078364677508271,-6.9485273106007925,-8.234612760135606,-37.03500844180091,-14.074128297511395,13.341583849784488,3,-16.447380316888605,-15.555832960579759,-15.112599828402283,-6.08027264508734,-13.299021437739496,4.195377295072447
6,0.02292609214782715,0.003795617792619604,0.004159331321716309,0.0017562763658348123,100.0,100000,saga,"{'ridge__alpha': 100.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.150820937097506,-7.074461729096634,-8.382318661873521,-37.38045498196979,-14.247014077509363,13.443672893944974,5,-16.98938252806845,-16.036176805054716,-15.606493970073327,-6.342957482084302,-13.7437526963202,4.302060441086393
7,0.012829005718231201,0.0048613591231989675,0.0038604736328125,0.0012330462292617175,215.44346900318823,100000,saga,"{'ridge__alpha': 215.44346900318823, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.31050728973571,-7.243842489472258,-8.551619212004399,-37.65223207057763,-14.4395502654475,13.489551981787292,8,-17.44057574791099,-16.45668372487293,-16.021200291213173,-6.575823068356263,-14.123570708088339,4.3879218102403055
8,0.01272350549697876,0.005676231650767069,0.003165125846862793,0.0019469247629554276,464.15888336127773,100000,saga,"{'ridge__alpha': 464.15888336127773, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.496847065174593,-7.424090940699144,-8.705808622292203,-37.84726545556769,-14.618503020933407,13.497618713715472,9,-17.767885259757566,-16.778682513811773,-16.342791978236686,-6.782051116729779,-14.41785271713395,4.438667947852958
9,0.007437527179718018,0.002014618740725644,0.0018752813339233398,0.00012403730874104376,1000.0,100000,saga,"{'ridge__alpha': 1000.0, 'ridge__max_iter': 100000, 'ridge__solver': 'saga'}",-4.669004005799715,-7.592180258267182,-8.838269714417704,-37.99066103389241,-14.772528753094253,13.490141898559799,10,-17.99401349888514,-17.008931287788638,-16.583501507581094,-6.961286520396525,-14.63693320366285,4.460970835698847
